Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,17307,0.70611995104039171,24510
Basilicata,5744,0.41759360232642673,13755
Calabria,15134,0.38528513238289208,39280
Campania,86598,0.85617677591576447,101145
Emilia-Romagna,93008,0.706613485280152,131625
Friuli-Venezia Giulia,23420,0.62762963955513873,37315
Lazio,82102,0.61926384069995477,132580
Liguria,25349,0.53796689303904921,47120
Lombardia,125782,0.5360523343774638,234645
Marche,18275,0.66454545454545455,27500
Molise,4592,0.52033994334277622,8825
P.A. Bolzano,9660,0.46847720659553832,20620
P.A. Trento,8472,0.53961783439490441,15700
Piemonte,77651,0.62743212669683257,123760
Puglia,47674,0.63901883251792779,74605
Sardegna,18897,0.56696669666966693,33330
Sicilia,79889,0.636641829700761,125485
Toscana,57223,0.710227131686732,80570
Umbria,11491,0.73261077462543833,15685
Valle d'Aosta,2630,0.67091836734693877,3920
Veneto,85600,0.73224978614200176,116900
