Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,5803,0.490325306294888,11835
Basilicata,3061,0.38722327640733711,7905
Calabria,3925,0.15314085056574328,25630
Campania,23648,0.41292125021826437,57270
Emilia-Romagna,31786,0.5344430432955023,59475
Friuli-Venezia Giulia,6585,0.33316468504932961,19765
Lazio,41092,0.66919631951795455,61405
Liguria,8678,0.30347962930582267,28595
Lombardia,22467,0.20453366106786836,109845
Marche,6984,0.4420253164556962,15800
Molise,1380,0.28020304568527921,4925
P.A. Bolzano,2343,0.336154949784792,6970
P.A. Trento,4315,0.6231046931407942,6925
Piemonte,25690,0.41867666232073014,61360
Puglia,17721,0.55893392209430692,31705
Sardegna,2693,0.13683943089430894,19680
Sicilia,32624,0.41461523797420091,78685
Toscana,25297,0.79500314267756134,31820
Umbria,3759,0.3822064056939502,9835
Valle d'Aosta,402,0.20406091370558377,1970
Veneto,36929,0.8436093660765277,43775
