Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,7713,0.49018112488083887,15735
Basilicata,3678,0.46527514231499051,7905
Calabria,5603,0.2186110027311744,25630
Campania,40121,0.59864219635929572,67020
Emilia-Romagna,41790,0.47623931623931626,87750
Friuli-Venezia Giulia,9381,0.38072240259740259,24640
Lazio,49450,0.56366123332953377,87730
Liguria,13083,0.42831887379276479,30545
Lombardia,34465,0.22420634920634921,153720
Marche,9012,0.50771830985915489,17750
Molise,2075,0.42131979695431471,4925
P.A. Bolzano,3061,0.43916786226685794,6970
P.A. Trento,4709,0.28239880059970013,16675
Piemonte,30602,0.36954474097331241,82810
Puglia,24836,0.5144159072079536,48280
Sardegna,6463,0.32840447154471547,19680
Sicilia,44211,0.561873292241215,78685
Toscana,31349,0.59946457596328517,52295
Umbria,4919,0.50015251652262327,9835
Valle d'Aosta,681,0.34568527918781727,1970
Veneto,45919,0.58946084724005132,77900
