Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,18409,0.75108119135046925,24510
Basilicata,7261,0.52788077062886218,13755
Calabria,17023,0.43337576374745418,39280
Campania,98505,0.97389885807504073,101145
Emilia-Romagna,109211,0.82971320037986707,131625
Friuli-Venezia Giulia,25903,0.69417124480771808,37315
Lazio,92572,0.69823502790767833,132580
Liguria,29691,0.63011460101867567,47120
Lombardia,163230,0.69564661509940551,234645
Marche,21356,0.77658181818181815,27500
Molise,5239,0.59365439093484418,8825
P.A. Bolzano,14267,0.69190106692531528,20620
P.A. Trento,9630,0.61337579617834392,15700
Piemonte,90188,0.72873303167420811,123760
Puglia,51072,0.68456537765565306,74605
Sardegna,21379,0.64143414341434146,33330
Sicilia,86221,0.68710204406901221,125485
Toscana,64756,0.80372347027429569,80570
Umbria,12924,0.82397194772075233,15685
Valle d'Aosta,2879,0.73443877551020409,3920
Veneto,97650,0.83532934131736525,116900
