Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,18161,0.74096287229702162,24510
Basilicata,6520,0.47400945110868775,13755
Calabria,17023,0.43337576374745418,39280
Campania,96817,0.95720994611696075,101145
Emilia-Romagna,102729,0.78046723646723648,131625
Friuli-Venezia Giulia,25903,0.69417124480771808,37315
Lazio,90407,0.68190526474581381,132580
Liguria,28505,0.60494482173174868,47120
Lombardia,150442,0.64114726501736663,234645
Marche,19911,0.72403636363636359,27500
Molise,5239,0.59365439093484418,8825
P.A. Bolzano,12054,0.58457807953443264,20620
P.A. Trento,8852,0.56382165605095547,15700
Piemonte,90188,0.72873303167420811,123760
Puglia,51072,0.68456537765565306,74605
Sardegna,19994,0.59987998799879994,33330
Sicilia,84342,0.672128142805913,125485
Toscana,62519,0.77595879359563114,80570
Umbria,12240,0.78036340452661779,15685
Valle d'Aosta,2879,0.73443877551020409,3920
Veneto,96247,0.823327630453379,116900
