Regione,somministrazioni,percentuale,dosi_consegnate
Abruzzo,11937,0.75862726406101044,15735
Basilicata,4537,0.57394054395951932,7905
Calabria,10940,0.42684354272337105,25630
Campania,68138,1.0166815875857953,67020
Emilia-Romagna,67622,0.77062108262108264,87750
Friuli-Venezia Giulia,13822,0.56095779220779218,24640
Lazio,66439,0.75731220791063492,87730
Liguria,17327,0.56726141758061877,30545
Lombardia,67851,0.44139344262295083,153720
Marche,14130,0.796056338028169,17750
Molise,3227,0.655228426395939,4925
P.A. Bolzano,4795,0.34758970641536791,13795
P.A. Trento,7303,0.74142131979695436,9850
Piemonte,47335,0.57160970897234631,82810
Puglia,36383,0.75358326429163214,48280
Sardegna,15979,0.81194105691056906,19680
Sicilia,61694,0.78406303615682782,78685
Toscana,44720,0.85514867578162346,52295
Umbria,8917,0.90665988815455012,9835
Valle d'Aosta,1643,0.834010152284264,1970
Veneto,68480,0.87907573812580231,77900
